federal	<div style='font-size:0.95em;color:#555'>/ˈfedərəl/</div><b>a.</b> 联邦的；联邦制的；联合的<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>U.S. <u>Federal</u> Office of Science and Technology Policy</i><br><span style='color:#666'>美国联邦科技政策办公室</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 37 (2010-2024)</div>	Day1 必背 高频
address	<div style='font-size:0.95em;color:#555'>/əˈdres/</div><b>n.</b> 地址；致词<br><b style='color:#c00'>v. 处理，应对；致辞，向…讲话（熟词僻义）</b><br><span style='color:#888'>真题考点: address the issue/problem = 处理问题</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>reviewers now must <u>address</u> dozens of dense paragraphs per week</i><br><span style='color:#666'>评审者现在每周必须处理数十段密集的论证段落</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 20 (2010-2024)</div>	Day1 必背 熟词僻义
paragraph	<div style='font-size:0.95em;color:#555'>/ˈpærəɡrɑːf/</div><b>n.</b> 段落；段；小新闻，短评<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>a single misjudged <u>paragraph</u> can derail a researcher's career</i><br><span style='color:#666'>一个判断失误的段落能使研究者的职业生涯脱轨</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 116 (2010-2024)</div>	Day1 必背 超高频
congress	<div style='font-size:0.95em;color:#555'>/ˈkɒŋɡres/</div><b>n.</b> （代表）大会；（美国等国的）国会，议会<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i><u>Congress</u> held a brief hearing on the matter last year</i><br><span style='color:#666'>国会去年就此事举行了一场简短的听证会</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 19 (2010-2024)</div>	Day1 必背 错词
court	<div style='font-size:0.95em;color:#555'>/kɔːt/</div><b>n.</b> 法院，法庭；宫廷，朝廷；庭院；球场<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the <u>court</u> of public opinion has noticed</i><br><span style='color:#666'>舆论的『法庭』也注意到了这一点</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 60 (2010-2024)</div>	Day1 必背 高频
accord	<div style='font-size:0.95em;color:#555'>/əˈkɔːd/</div><b>n./v.</b> 一致，符合；给予<br><span style='color:#888'>固定搭配: <b>in accord with</b> = 与…一致 / 符合</span><br><span style='color:#888'>反义: at odds with = 不一致</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the remaining authors are seldom in <u>accord</u> with the journal's verdict</i><br><span style='color:#666'>剩下的作者与期刊的裁决很少达成一致</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 64 (2010-2024)</div>	Day1 必背 错词 高频 搭配
blank	<div style='font-size:0.95em;color:#555'>/blæŋk/</div><b>a.</b> 空白的；空着的；茫然的<br><b>n.</b> 空白；表格中的空白处<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>filling the <u>blank</u> that anonymity has long maintained</i><br><span style='color:#666'>填补匿名性长期造成的空白</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 20 (2010-2024)</div>	Day1 必背
course	<div style='font-size:0.95em;color:#555'>/kɔːs/</div><b>n.</b> 课程，教程；过程；路线，路程；一道菜<br><b>v.</b> 跑过，奔流<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>a structured training <u>course</u> for reviewers</i><br><span style='color:#666'>为评审者提供的结构化培训课程</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 18 (2010-2024)</div>	Day1 必背
pipeline	<div style='font-size:0.95em;color:#555'>/ˈpaɪplaɪn/</div><b>n.</b> 管道，输油管；<b>流程，渠道</b>（学术语境常用）<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>this particular section of the publishing <u>pipeline</u></i><br><span style='color:#666'>出版流程中的这一特定环节</span></div>	Day1 支持词
validity	<div style='font-size:0.95em;color:#555'>/vəˈlɪdəti/</div><b>n.</b> 有效性；正当性；合法性<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>The traditional model defines <u>validity</u> narrowly</i><br><span style='color:#666'>传统模式对有效性的定义很狭隘</span></div>	Day1 支持词
convene	<div style='font-size:0.95em;color:#555'>/kənˈviːn/</div><b>v.</b> 召集（会议）；集合；开会<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>A 2023 commission <u>convened</u> by the U.S. Federal Office...</i><br><span style='color:#666'>2023 年由美国联邦机构召集的一个委员会……</span></div>	Day1 支持词
derail	<div style='font-size:0.95em;color:#555'>/diːˈreɪl/</div><b>v.</b> 使出轨；<b>使（计划等）受挫，破坏</b>（喻义高频）<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>a single misjudged paragraph can <u>derail</u> a researcher's career</i><br><span style='color:#666'>一个判断失误的段落能使研究者的职业生涯脱轨</span></div>	Day1 支持词
prominent	<div style='font-size:0.95em;color:#555'>/ˈprɒmɪnənt/</div><b>a.</b> 突出的；杰出的；显眼的；著名的<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>when <u>prominent</u> papers are retracted</i><br><span style='color:#666'>当重要（知名）论文被撤稿时</span></div>	Day1 支持词
verdict	<div style='font-size:0.95em;color:#555'>/ˈvɜːdɪkt/</div><b>n.</b> 裁决，判决；定论；意见<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>seldom in accord with the journal's <u>verdict</u></i><br><span style='color:#666'>与期刊的裁决很少达成一致</span></div>	Day1 支持词
dispute	<div style='font-size:0.95em;color:#555'>/dɪˈspjuːt/</div><b>n./v.</b> 争议，争论，纠纷<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i><u>disputes</u> occasionally reach actual courts</i><br><span style='color:#666'>争议偶尔会进入真正的法庭</span></div>	Day1 支持词
anonymity	<div style='font-size:0.95em;color:#555'>/ˌænəˈnɪməti/</div><b>n.</b> 匿名（性）；无名<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>filling the blank that <u>anonymity</u> has long maintained</i><br><span style='color:#666'>填补匿名性长期造成的空白</span></div>	Day1 支持词
mandate	<div style='font-size:0.95em;color:#555'>/ˈmændeɪt/</div><b>v.</b> 强制要求；授权<br><b>n.</b> 授权；命令；任期<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>The second would <u>mandate</u> a structured training course</i><br><span style='color:#666'>第二种方案会强制要求设立结构化培训课程</span></div>	Day1 支持词
expertise	<div style='font-size:0.95em;color:#555'>/ˌekspɜːˈtiːz/</div><b>n.</b> 专门技能；专业知识<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>recognize when a topic lies outside their <u>expertise</u></i><br><span style='color:#666'>识别一个主题何时超出了他们的专业知识范围</span></div>	Day1 支持词
decade	<div style='font-size:0.95em;color:#555'>/ˈdekeɪd/</div><b>n.</b> 十年<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Over the past <u>decade</u>, liberal democracies have struggled with one central question.</i><br><span style='color:#666'>过去十年，自由民主国家一直在与一个核心问题作斗争。</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 16 (2010-2024)</div>	Day2 必背 高频
liberal	<div style='font-size:0.95em;color:#555'>/ˈlɪbərəl/</div><b>a.</b> 自由主义的；慷慨的；思想开放的；丰富的<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i><u>liberal</u> democracies have struggled with one central question</i><br><span style='color:#666'>自由民主国家一直在与一个核心问题作斗争</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 17 (2010-2024)</div>	Day2 必背 高频
climate	<div style='font-size:0.95em;color:#555'>/ˈklaɪmət/</div><b>n.</b> 气候；<b>风气，社会思潮</b>（喻义）<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>scientific evidence about <u>climate</u> change</i><br><span style='color:#666'>关于气候变化的科学证据</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 16 (2010-2024)</div>	Day2 必背 高频
figure	<div style='font-size:0.95em;color:#555'>/ˈfɪɡə(r)/</div><b>n.</b> 数字；体形；轮廓；图形；人物<br><b>v.</b> 推测；计算<br><span style='color:#888'>固定: <b>figure out</b> = 弄清楚</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i><u>Figures</u> released last month by the United Nations indicate ...</i><br><span style='color:#666'>联合国上月发布的数字表明……</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 15 (2010-2024)</div>	Day2 必背 多义 高频
indicate	<div style='font-size:0.95em;color:#555'>/ˈɪndɪkeɪt/</div><b>v.</b> 指出，指示；表明，暗示<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Figures ... <u>indicate</u> that global emissions, far from declining, have risen</i><br><span style='color:#666'>数字……表明全球排放量非但没下降反而上升了</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 14 (2010-2024)</div>	Day2 必背 高频
significant	<div style='font-size:0.95em;color:#555'>/sɪɡˈnɪfɪkənt/</div><b>a.</b> 重大的；显著的；有意义的<br><span style='color:#888'>反义: insignificant / negligible</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>have risen by a <u>significant</u> margin</i><br><span style='color:#666'>已经以显著的幅度上升</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 15 (2010-2024)</div>	Day2 必背 高频
institution	<div style='font-size:0.95em;color:#555'>/ˌɪnstɪˈtjuːʃn/</div><b>n.</b> 机构；制度；惯例；学校；研究所<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>places governments and scientific <u>institutions</u> in open conflict</i><br><span style='color:#666'>使政府和科学机构陷入公开冲突</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 16 (2010-2024)</div>	Day2 必背 高频
conflict	<div style='font-size:0.95em;color:#555'><b>n.</b> /ˈkɒnflɪkt/<br><b>v.</b> /kənˈflɪkt/</div><b>n./v.</b> 冲突；战斗；抵触<br><span style='color:#888'>固定: <b>in conflict with</b> = 与…冲突</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>places governments and scientific institutions in open <u>conflict</u></i><br><span style='color:#666'>使政府和科学机构陷入公开冲突</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 12 (2010-2024)</div>	Day2 必背 高频 搭配
segment	<div style='font-size:0.95em;color:#555'><b>n.</b> /ˈseɡmənt/<br><b>v.</b> /seɡˈment/</div><b>n.</b> 部分；段；线段<br><b>v.</b> 分割，分段<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>The disagreement can be <u>segmented</u> into three layers</i><br><span style='color:#666'>这场分歧可以分成三个层次</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 18 (2010-2024)</div>	Day2 必背 高频
species	<div style='font-size:0.95em;color:#555'>/ˈspiːʃiːz/</div><b>n.</b> 物种；种类<br><b style='color:#c00'>注意：单复数同形！</b><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>which <u>species</u> are most at risk and to what degree</i><br><span style='color:#666'>哪些物种最危险，危险到什么程度</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背 单复同形
degree	<div style='font-size:0.95em;color:#555'>/dɪˈɡriː/</div><b>n.</b> 程度；度数；学位；等级<br><span style='color:#888'>固定: <b>to what degree</b> = 到什么程度 / <b>by degrees</b> = 逐渐</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>to what <u>degree</u>, a question on which biologists are rarely in accord</i><br><span style='color:#666'>到什么程度，这是一个生物学家们很少能达成一致的问题</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 16 (2010-2024)</div>	Day2 必背 高频 多义
revenue	<div style='font-size:0.95em;color:#555'>/ˈrevənjuː/</div><b>n.</b> 财政收入；税收；收益<br><span style='color:#888'>反: expenditure 支出</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>lawmakers calculate <u>revenue</u> losses</i><br><span style='color:#666'>立法者计算财政收入损失</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
reflect	<div style='font-size:0.95em;color:#555'>/rɪˈflekt/</div><b>v.</b> 反射；反映；<b>反省，思考</b>（喻义）<br><span style='color:#888'>固定: <b>reflect on</b> = 思考、反省</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>voters <u>reflect</u> on rising costs of housing and food</i><br><span style='color:#666'>选民反思不断上涨的住房和食物成本</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背 多义 搭配
housing	<div style='font-size:0.95em;color:#555'>/ˈhaʊzɪŋ/</div><b>n.</b> 住房；住房供给；外壳，防护罩<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>rising costs of <u>housing</u> and food</i><br><span style='color:#666'>不断上涨的住房和食物成本</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 15 (2010-2024)</div>	Day2 必背 高频
association	<div style='font-size:0.95em;color:#555'>/əˌsəʊsiˈeɪʃn/</div><b>n.</b> 协会；联合；交往；<b>联想</b>（心理学）<br><span style='color:#888'>固定: <b>in association with</b> = 与…联合</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>no single <u>association</u> ... A small <u>association</u> of academics has proposed...</i><br><span style='color:#666'>没有单一协会……一个小型学术协会提议……</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
charge	<div style='font-size:0.95em;color:#555'>/tʃɑːdʒ/</div><b>v.</b> 索价；<b>起诉，控告</b>（熟词僻义）；充电；冲锋<br><b>n.</b> 费用；电荷；指控；负责<br><span style='color:#888'>固定: <b>in charge of</b> = 负责</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>no body has the right to <u>charge</u> them on behalf of the rest</i><br><span style='color:#666'>没有机构有权代表其他人对他们提起诉讼</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背 熟词僻义 多义
conclude	<div style='font-size:0.95em;color:#555'>/kənˈkluːd/</div><b>v.</b> 结束；<b>得出结论</b>；缔结（条约）<br><span style='color:#888'>派生: conclusion 结论 / conclusive 决定性的</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>allowing citizens to <u>conclude</u> for themselves</i><br><span style='color:#666'>让公民自己得出结论</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
drawing	<div style='font-size:0.95em;color:#555'>/ˈdrɔːɪŋ/</div><b>n.</b> 绘画；图样；抽签<br><span style='color:#888'>动名词形式于 draw</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>merely a <u>drawing</u> on the wall</i><br><span style='color:#666'>仅仅是墙上的画（喻空想/纸上谈兵）</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
asset	<div style='font-size:0.95em;color:#555'>/ˈæset/</div><b>n.</b> 资产；财产；<b>有价值的东西，宝贵财富</b>；天赋<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Climate <u>assets</u> must be protected</i><br><span style='color:#666'>气候资产必须得到保护</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 17 (2010-2024)</div>	Day2 必背 高频
brain	<div style='font-size:0.95em;color:#555'>/breɪn/</div><b>n.</b> 大脑；智能；脑力<br><span style='color:#888'>固定: <b>brain trust</b> = 智囊团 / <b>brain drain</b> = 人才流失</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the <u>brain</u> trust of every nation steered toward decisive action</i><br><span style='color:#666'>每个国家的智囊团转向果断行动</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 12 (2010-2024)</div>	Day2 必背 搭配
emission	<div style='font-size:0.95em;color:#555'>/ɪˈmɪʃn/</div><b>n.</b> 排放（物）；散发；发出<br><span style='color:#888'>派生: emit v. 排放 / emitter n. 排放者</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>global <u>emissions</u>, far from declining, have risen by a significant margin</i><br><span style='color:#666'>全球碳排放量非但没下降，反而以显著的幅度上升</span></div>	Day2 支持词 派生组
emitter	<div style='font-size:0.95em;color:#555'>/ɪˈmɪtə(r)/</div><b>n.</b> 排放者；发射器<br><span style='color:#888'>常见: carbon emitter 碳排放国 / 大型排放者</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the world's largest carbon <u>emitters</u> belong to no single association</i><br><span style='color:#666'>世界上最大的碳排放国不属于任何单一协会</span></div>	Day2 支持词 派生组
genuine	<div style='font-size:0.95em;color:#555'>/ˈdʒenjuɪn/</div><b>a.</b> 真实的，真正的；真诚的，名副其实的<br><span style='color:#888'>近义: real / authentic · 反: fake / artificial</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>there is <u>genuine</u> debate about which species are most at risk</i><br><span style='color:#666'>对于哪些物种最危险，存在真正的争论</span></div>	Day2 支持词
equivalent	<div style='font-size:0.95em;color:#555'>/ɪˈkwɪvələnt/</div><b>n.</b> 等价物，相等物<br><b>a.</b> 相等的，等同的（of/to）<br><span style='color:#888'>固定: <b>be equivalent to</b> = 等同于</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Independent reviewers — the climate-policy <u>equivalent</u> of peer review</i><br><span style='color:#666'>独立评审员——气候政策中相当于同行评审的角色</span></div>	Day2 支持词 搭配
propose	<div style='font-size:0.95em;color:#555'>/prəˈpəʊz/</div><b>v.</b> 提议；建议；求婚<br><span style='color:#888'>派生: proposal n. 提议 / proposition n. 主张</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>A small association of academics has <u>proposed</u> that every major emissions plan be evaluated...</i><br><span style='color:#666'>一个小型学术协会提议每项重大排放计划都应被评审……</span></div>	Day2 支持词
steer	<div style='font-size:0.95em;color:#555'>/stɪə(r)/</div><b>v.</b> 驾驶（船/车）；<b>引导，操控（方向）</b><br><span style='color:#888'>固定: <b>steer toward</b> = 引向；<b>steer clear of</b> = 避开</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the brain trust of every nation <u>steered</u> toward decisive action</i><br><span style='color:#666'>每个国家的智囊团被引导走向果断的行动</span></div>	Day2 支持词 搭配
decisive	<div style='font-size:0.95em;color:#555'>/dɪˈsaɪsɪv/</div><b>a.</b> 决定性的，果断的；坚决的<br><span style='color:#888'>派生: decide v. / decision n. / decisive a. (果断) ≠ decided (已决定)</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>steered toward <u>decisive</u> action</i><br><span style='color:#666'>走向果断的行动</span></div>	Day2 支持词 派生组
dim	<div style='font-size:0.95em;color:#555'>/dɪm/</div><b>v.</b> 使变暗，变模糊<br><b>a.</b> 暗淡的；模糊的；不乐观的<br><span style='color:#888'>过去式 <b>dimmed</b> · 反: bright / brilliant</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>or let evidence be <u>dimmed</u> by political noise</i><br><span style='color:#666'>或让证据被政治杂音所掩盖（变得模糊）</span></div>	Day2 支持词
