degree	<div style='font-size:0.95em;color:#555'>/dɪˈɡriː/</div><b>n.</b> 程度；度数；学位；等级<br><span style='color:#888'>固定: <b>to what degree</b> = 到什么程度 / <b>by degrees</b> = 逐渐</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>to what <u>degree</u>, a question on which biologists are rarely in accord</i><br><span style='color:#666'>到什么程度，这是一个生物学家们很少能达成一致的问题</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 16 (2010-2024)</div>	Day2 必背 高频 多义
revenue	<div style='font-size:0.95em;color:#555'>/ˈrevənjuː/</div><b>n.</b> 财政收入；税收；收益<br><span style='color:#888'>反: expenditure 支出</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>lawmakers calculate <u>revenue</u> losses</i><br><span style='color:#666'>立法者计算财政收入损失</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
reflect	<div style='font-size:0.95em;color:#555'>/rɪˈflekt/</div><b>v.</b> 反射；反映；<b>反省，思考</b>（喻义）<br><span style='color:#888'>固定: <b>reflect on</b> = 思考、反省</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>voters <u>reflect</u> on rising costs of housing and food</i><br><span style='color:#666'>选民反思不断上涨的住房和食物成本</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背 多义 搭配
housing	<div style='font-size:0.95em;color:#555'>/ˈhaʊzɪŋ/</div><b>n.</b> 住房；住房供给；外壳，防护罩<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>rising costs of <u>housing</u> and food</i><br><span style='color:#666'>不断上涨的住房和食物成本</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 15 (2010-2024)</div>	Day2 必背 高频
association	<div style='font-size:0.95em;color:#555'>/əˌsəʊsiˈeɪʃn/</div><b>n.</b> 协会；联合；交往；<b>联想</b>（心理学）<br><span style='color:#888'>固定: <b>in association with</b> = 与…联合</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>no single <u>association</u> ... A small <u>association</u> of academics has proposed...</i><br><span style='color:#666'>没有单一协会……一个小型学术协会提议……</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
charge	<div style='font-size:0.95em;color:#555'>/tʃɑːdʒ/</div><b>v.</b> 索价；<b>起诉，控告</b>（熟词僻义）；充电；冲锋<br><b>n.</b> 费用；电荷；指控；负责<br><span style='color:#888'>固定: <b>in charge of</b> = 负责</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>no body has the right to <u>charge</u> them on behalf of the rest</i><br><span style='color:#666'>没有机构有权代表其他人对他们提起诉讼</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背 熟词僻义 多义
conclude	<div style='font-size:0.95em;color:#555'>/kənˈkluːd/</div><b>v.</b> 结束；<b>得出结论</b>；缔结（条约）<br><span style='color:#888'>派生: conclusion 结论 / conclusive 决定性的</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>allowing citizens to <u>conclude</u> for themselves</i><br><span style='color:#666'>让公民自己得出结论</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
drawing	<div style='font-size:0.95em;color:#555'>/ˈdrɔːɪŋ/</div><b>n.</b> 绘画；图样；抽签<br><span style='color:#888'>动名词形式于 draw</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>merely a <u>drawing</u> on the wall</i><br><span style='color:#666'>仅仅是墙上的画（喻空想/纸上谈兵）</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 13 (2010-2024)</div>	Day2 必背
asset	<div style='font-size:0.95em;color:#555'>/ˈæset/</div><b>n.</b> 资产；财产；<b>有价值的东西，宝贵财富</b>；天赋<div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Climate <u>assets</u> must be protected</i><br><span style='color:#666'>气候资产必须得到保护</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 17 (2010-2024)</div>	Day2 必背 高频
brain	<div style='font-size:0.95em;color:#555'>/breɪn/</div><b>n.</b> 大脑；智能；脑力<br><span style='color:#888'>固定: <b>brain trust</b> = 智囊团 / <b>brain drain</b> = 人才流失</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the <u>brain</u> trust of every nation steered toward decisive action</i><br><span style='color:#666'>每个国家的智囊团转向果断行动</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 12 (2010-2024)</div>	Day2 必背 搭配
